m,TagName,
"2016-11-01 00:00:00","java","15636"
"2016-11-01 00:00:00","javascript","20492"
"2016-11-01 00:00:00","perl","371"
"2016-11-01 00:00:00","php","11901"
"2016-11-01 00:00:00","python","14162"
"2016-11-01 00:00:00","r","3559"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4361"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2792"
"2016-12-01 00:00:00","c#","10677"
"2016-12-01 00:00:00","c++","5220"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13829"
"2016-12-01 00:00:00","javascript","19777"
"2016-12-01 00:00:00","perl","336"
"2016-12-01 00:00:00","php","11443"
"2016-12-01 00:00:00","python","13025"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3925"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2754"
"2017-01-01 00:00:00","c#","11683"
"2017-01-01 00:00:00","c++","5645"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14540"
"2017-01-01 00:00:00","javascript","21372"
"2017-01-01 00:00:00","perl","325"
"2017-01-01 00:00:00","php","12570"
"2017-01-01 00:00:00","python","14246"
"2017-01-01 00:00:00","r","3484"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4328"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11473"
"2017-02-01 00:00:00","c++","5162"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","553"
"2017-02-01 00:00:00","java","14542"
"2017-02-01 00:00:00","javascript","21166"
"2017-02-01 00:00:00","perl","398"
"2017-02-01 00:00:00","php","12442"
"2017-02-01 00:00:00","python","14753"
"2017-02-01 00:00:00","r","3673"
"2017-02-01 00:00:00","ruby","1623"
"2017-02-01 00:00:00","swift","4048"
"2017-03-01 00:00:00","assembly","371"
"2017-03-01 00:00:00","c","2965"
"2017-03-01 00:00:00","c#","12973"
"2017-03-01 00:00:00","c++","6213"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","java","17285"
"2017-03-01 00:00:00","javascript","23678"
"2017-03-01 00:00:00","perl","409"
"2017-03-01 00:00:00","php","13994"
"2017-03-01 00:00:00","python","17109"
"2017-03-01 00:00:00","r","4600"
"2017-03-01 00:00:00","ruby","1790"
"2017-03-01 00:00:00","swift","4607"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2849"
"2017-04-01 00:00:00","c#","11078"
"2017-04-01 00:00:00","c++","5867"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15911"
"2017-04-01 00:00:00","javascript","21212"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12356"
"2017-04-01 00:00:00","python","15624"
"2017-04-01 00:00:00","r","4262"
"2017-04-01 00:00:00","ruby","1488"
"2017-04-01 00:00:00","swift","3907"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2742"
"2017-05-01 00:00:00","c#","11966"
"2017-05-01 00:00:00","c++","5293"
"2017-05-01 00:00:00","delphi","317"
"2017-05-01 00:00:00","go","583"
"2017-05-01 00:00:00","java","16315"
"2017-05-01 00:00:00","javascript","22371"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","12991"
"2017-05-01 00:00:00","python","16156"
"2017-05-01 00:00:00","r","4313"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4089"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2347"
"2017-06-01 00:00:00","c#","11290"
"2017-06-01 00:00:00","c++","4677"
"2017-06-01 00:00:00","delphi","245"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14598"
"2017-06-01 00:00:00","javascript","21553"
"2017-06-01 00:00:00","perl","312"
"2017-06-01 00:00:00","php","11693"
"2017-06-01 00:00:00","python","15983"
"2017-06-01 00:00:00","r","4446"
"2017-06-01 00:00:00","ruby","1415"
"2017-06-01 00:00:00","swift","4192"
"2017-07-01 00:00:00","assembly","220"
"2017-07-01 00:00:00","c","2041"
"2017-07-01 00:00:00","c#","11192"
"2017-07-01 00:00:00","c++","5010"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","655"
"2017-07-01 00:00:00","java","14100"
"2017-07-01 00:00:00","javascript","21590"
"2017-07-01 00:00:00","perl","324"
"2017-07-01 00:00:00","php","11714"
"2017-07-01 00:00:00","python","16886"
"2017-07-01 00:00:00","r","4577"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4344"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2037"
"2017-08-01 00:00:00","c#","10939"
"2017-08-01 00:00:00","c++","4786"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","607"
"2017-08-01 00:00:00","java","13739"
"2017-08-01 00:00:00","javascript","21316"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11589"
"2017-08-01 00:00:00","python","16460"
"2017-08-01 00:00:00","r","4566"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4174"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2098"
"2017-09-01 00:00:00","c#","9860"
"2017-09-01 00:00:00","c++","4462"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12731"
"2017-09-01 00:00:00","javascript","18968"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10642"
"2017-09-01 00:00:00","python","15434"
"2017-09-01 00:00:00","r","4220"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3756"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2772"
"2017-10-01 00:00:00","c#","10215"
"2017-10-01 00:00:00","c++","5212"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","614"
"2017-10-01 00:00:00","java","13983"
"2017-10-01 00:00:00","javascript","19833"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10778"
"2017-10-01 00:00:00","python","16924"
"2017-10-01 00:00:00","r","4543"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3893"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2948"
"2017-11-01 00:00:00","c#","9777"
"2017-11-01 00:00:00","c++","5031"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","java","14155"
"2017-11-01 00:00:00","javascript","19386"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10555"
"2017-11-01 00:00:00","python","16940"
"2017-11-01 00:00:00","r","4501"
"2017-11-01 00:00:00","ruby","1174"
"2017-11-01 00:00:00","swift","3662"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2191"
"2017-12-01 00:00:00","c#","8585"
"2017-12-01 00:00:00","c++","4452"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","524"
"2017-12-01 00:00:00","java","11963"
"2017-12-01 00:00:00","javascript","16946"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9086"
"2017-12-01 00:00:00","python","14904"
"2017-12-01 00:00:00","r","3713"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3198"
"2018-01-01 00:00:00","assembly","253"
"2018-01-01 00:00:00","c","2212"
"2018-01-01 00:00:00","c#","9359"
"2018-01-01 00:00:00","c++","4747"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12326"
"2018-01-01 00:00:00","javascript","18878"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10067"
"2018-01-01 00:00:00","python","16214"
"2018-01-01 00:00:00","r","4197"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3736"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2140"
"2018-02-01 00:00:00","c#","8568"
"2018-02-01 00:00:00","c++","4566"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","581"
"2018-02-01 00:00:00","java","12014"
"2018-02-01 00:00:00","javascript","17203"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9084"
"2018-02-01 00:00:00","python","16284"
"2018-02-01 00:00:00","r","4499"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3399"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2460"
"2018-03-01 00:00:00","c#","9777"
"2018-03-01 00:00:00","c++","5173"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13538"
"2018-03-01 00:00:00","javascript","19130"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9783"
"2018-03-01 00:00:00","python","17882"
"2018-03-01 00:00:00","r","5104"
"2018-03-01 00:00:00","ruby","1061"
"2018-03-01 00:00:00","swift","4043"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2182"
"2018-04-01 00:00:00","c#","9228"
"2018-04-01 00:00:00","c++","4658"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13464"
"2018-04-01 00:00:00","javascript","17941"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8903"
"2018-04-01 00:00:00","python","16950"
"2018-04-01 00:00:00","r","4728"
"2018-04-01 00:00:00","ruby","986"
"2018-04-01 00:00:00","swift","3565"
"2018-05-01 00:00:00","assembly","295"
"2018-05-01 00:00:00","c","2365"
"2018-05-01 00:00:00","c#","9917"
"2018-05-01 00:00:00","c++","4680"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","630"
"2018-05-01 00:00:00","java","13441"
"2018-05-01 00:00:00","javascript","18048"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9409"
"2018-05-01 00:00:00","python","17548"
"2018-05-01 00:00:00","r","4730"
"2018-05-01 00:00:00","ruby","1035"
"2018-05-01 00:00:00","swift","3613"
"2018-06-01 00:00:00","assembly","205"
"2018-06-01 00:00:00","c","1832"
"2018-06-01 00:00:00","c#","8778"
"2018-06-01 00:00:00","c++","4087"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","674"
"2018-06-01 00:00:00","java","11767"
"2018-06-01 00:00:00","javascript","17170"
"2018-06-01 00:00:00","perl","238"
"2018-06-01 00:00:00","php","8394"
"2018-06-01 00:00:00","python","16778"
"2018-06-01 00:00:00","r","4482"
"2018-06-01 00:00:00","ruby","989"
"2018-06-01 00:00:00","swift","3137"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1597"
"2018-07-01 00:00:00","c#","9389"
"2018-07-01 00:00:00","c++","3907"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","691"
"2018-07-01 00:00:00","java","11729"
"2018-07-01 00:00:00","javascript","17799"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8518"
"2018-07-01 00:00:00","python","17921"
"2018-07-01 00:00:00","r","4404"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3665"
"2018-08-01 00:00:00","assembly","176"
"2018-08-01 00:00:00","c","1678"
"2018-08-01 00:00:00","c#","9473"
"2018-08-01 00:00:00","c++","3900"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","704"
"2018-08-01 00:00:00","java","11286"
"2018-08-01 00:00:00","javascript","17840"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8440"
"2018-08-01 00:00:00","python","17721"
"2018-08-01 00:00:00","r","4100"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3562"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1831"
"2018-09-01 00:00:00","c#","8348"
"2018-09-01 00:00:00","c++","3735"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","671"
"2018-09-01 00:00:00","java","10699"
"2018-09-01 00:00:00","javascript","15985"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7622"
"2018-09-01 00:00:00","python","15998"
"2018-09-01 00:00:00","r","3749"
"2018-09-01 00:00:00","ruby","777"
"2018-09-01 00:00:00","swift","3134"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","c","2444"
"2018-10-01 00:00:00","c#","9329"
"2018-10-01 00:00:00","c++","4297"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","go","790"
"2018-10-01 00:00:00","java","12475"
"2018-10-01 00:00:00","javascript","17390"
"2018-10-01 00:00:00","perl","277"
"2018-10-01 00:00:00","php","8123"
"2018-10-01 00:00:00","python","18124"
"2018-10-01 00:00:00","r","4353"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3263"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2518"
"2018-11-01 00:00:00","c#","8456"
"2018-11-01 00:00:00","c++","4334"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11676"
"2018-11-01 00:00:00","javascript","16157"
"2018-11-01 00:00:00","perl","235"
"2018-11-01 00:00:00","php","7042"
"2018-11-01 00:00:00","python","17990"
"2018-11-01 00:00:00","r","4223"
"2018-11-01 00:00:00","ruby","833"
"2018-11-01 00:00:00","swift","2974"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2188"
"2018-12-01 00:00:00","c#","7534"
"2018-12-01 00:00:00","c++","3550"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","656"
"2018-12-01 00:00:00","java","10420"
"2018-12-01 00:00:00","javascript","14252"
"2018-12-01 00:00:00","perl","220"
"2018-12-01 00:00:00","php","6174"
"2018-12-01 00:00:00","python","15704"
"2018-12-01 00:00:00","r","3397"
"2018-12-01 00:00:00","ruby","806"
"2018-12-01 00:00:00","swift","2778"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2275"
"2019-01-01 00:00:00","c#","8728"
"2019-01-01 00:00:00","c++","3901"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","657"
"2019-01-01 00:00:00","java","10999"
"2019-01-01 00:00:00","javascript","16004"
"2019-01-01 00:00:00","perl","264"
"2019-01-01 00:00:00","php","7138"
"2019-01-01 00:00:00","python","16923"
"2019-01-01 00:00:00","r","3941"
"2019-01-01 00:00:00","ruby","916"
"2019-01-01 00:00:00","swift","2899"
"2019-02-01 00:00:00","assembly","224"
"2019-02-01 00:00:00","c","2051"
"2019-02-01 00:00:00","c#","8336"
"2019-02-01 00:00:00","c++","3724"
"2019-02-01 00:00:00","delphi","190"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10968"
"2019-02-01 00:00:00","javascript","15667"
"2019-02-01 00:00:00","perl","250"
"2019-02-01 00:00:00","php","7237"
"2019-02-01 00:00:00","python","17499"
"2019-02-01 00:00:00","r","4243"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2674"
"2019-03-01 00:00:00","assembly","276"
"2019-03-01 00:00:00","c","2376"
"2019-03-01 00:00:00","c#","8943"
"2019-03-01 00:00:00","c++","4420"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","721"
"2019-03-01 00:00:00","java","12009"
"2019-03-01 00:00:00","javascript","17302"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7741"
"2019-03-01 00:00:00","python","19859"
"2019-03-01 00:00:00","r","4486"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2941"
"2019-04-01 00:00:00","assembly","303"
"2019-04-01 00:00:00","c","2427"
"2019-04-01 00:00:00","c#","9092"
"2019-04-01 00:00:00","c++","4368"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11137"
"2019-04-01 00:00:00","javascript","16138"
"2019-04-01 00:00:00","perl","205"
"2019-04-01 00:00:00","php","7125"
"2019-04-01 00:00:00","python","19805"
"2019-04-01 00:00:00","r","4593"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3066"
"2019-05-01 00:00:00","assembly","234"
"2019-05-01 00:00:00","c","2088"
"2019-05-01 00:00:00","c#","8999"
"2019-05-01 00:00:00","c++","4117"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","673"
"2019-05-01 00:00:00","java","11060"
"2019-05-01 00:00:00","javascript","16112"
"2019-05-01 00:00:00","perl","221"
"2019-05-01 00:00:00","php","6905"
"2019-05-01 00:00:00","python","18876"
"2019-05-01 00:00:00","r","4291"
"2019-05-01 00:00:00","ruby","760"
"2019-05-01 00:00:00","swift","3100"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7588"
"2019-06-01 00:00:00","c++","3635"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9609"
"2019-06-01 00:00:00","javascript","14777"
"2019-06-01 00:00:00","perl","235"
"2019-06-01 00:00:00","php","5975"
"2019-06-01 00:00:00","python","17194"
"2019-06-01 00:00:00","r","3941"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3082"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1750"
"2019-07-01 00:00:00","c#","8426"
"2019-07-01 00:00:00","c++","4262"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","625"
"2019-07-01 00:00:00","java","10805"
"2019-07-01 00:00:00","javascript","16119"
"2019-07-01 00:00:00","perl","236"
"2019-07-01 00:00:00","php","6629"
"2019-07-01 00:00:00","python","19726"
"2019-07-01 00:00:00","r","4196"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3031"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1546"
"2019-08-01 00:00:00","c#","7692"
"2019-08-01 00:00:00","c++","3282"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9062"
"2019-08-01 00:00:00","javascript","15183"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5777"
"2019-08-01 00:00:00","python","17996"
"2019-08-01 00:00:00","r","3947"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2534"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2000"
"2019-09-01 00:00:00","c#","7830"
"2019-09-01 00:00:00","c++","3774"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","go","616"
"2019-09-01 00:00:00","java","9641"
"2019-09-01 00:00:00","javascript","14845"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5530"
"2019-09-01 00:00:00","python","16849"
"2019-09-01 00:00:00","r","3933"
"2019-09-01 00:00:00","ruby","715"
"2019-09-01 00:00:00","swift","2548"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2475"
"2019-10-01 00:00:00","c#","8397"
"2019-10-01 00:00:00","c++","4828"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","633"
"2019-10-01 00:00:00","java","11177"
"2019-10-01 00:00:00","javascript","15948"
"2019-10-01 00:00:00","perl","208"
"2019-10-01 00:00:00","php","6010"
"2019-10-01 00:00:00","python","20407"
"2019-10-01 00:00:00","r","4379"
"2019-10-01 00:00:00","ruby","848"
"2019-10-01 00:00:00","swift","3094"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2504"
"2019-11-01 00:00:00","c#","8006"
"2019-11-01 00:00:00","c++","4718"
"2019-11-01 00:00:00","delphi","171"
"2019-11-01 00:00:00","go","603"
"2019-11-01 00:00:00","java","10290"
"2019-11-01 00:00:00","javascript","15731"
"2019-11-01 00:00:00","perl","219"
"2019-11-01 00:00:00","php","6054"
"2019-11-01 00:00:00","python","20547"
"2019-11-01 00:00:00","r","4280"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2866"
"2019-12-01 00:00:00","assembly","247"
"2019-12-01 00:00:00","c","2142"
"2019-12-01 00:00:00","c#","7192"
"2019-12-01 00:00:00","c++","4191"
"2019-12-01 00:00:00","delphi","126"
"2019-12-01 00:00:00","go","614"
"2019-12-01 00:00:00","java","8997"
"2019-12-01 00:00:00","javascript","14287"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5192"
"2019-12-01 00:00:00","python","18071"
"2019-12-01 00:00:00","r","3737"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2655"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2049"
"2020-01-01 00:00:00","c#","7781"
"2020-01-01 00:00:00","c++","4221"
"2020-01-01 00:00:00","delphi","163"
"2020-01-01 00:00:00","go","647"
"2020-01-01 00:00:00","java","9919"
"2020-01-01 00:00:00","javascript","15986"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5864"
"2020-01-01 00:00:00","python","19927"
"2020-01-01 00:00:00","r","4142"
"2020-01-01 00:00:00","ruby","761"
"2020-01-01 00:00:00","swift","2892"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","c","1976"
"2020-02-01 00:00:00","c#","7698"
"2020-02-01 00:00:00","c++","4071"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","661"
"2020-02-01 00:00:00","java","10016"
"2020-02-01 00:00:00","javascript","15717"
"2020-02-01 00:00:00","perl","178"
"2020-02-01 00:00:00","php","5636"
"2020-02-01 00:00:00","python","19991"
"2020-02-01 00:00:00","r","4670"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2756"
"2020-03-01 00:00:00","assembly","293"
"2020-03-01 00:00:00","c","2476"
"2020-03-01 00:00:00","c#","7777"
"2020-03-01 00:00:00","c++","4634"
"2020-03-01 00:00:00","delphi","167"
"2020-03-01 00:00:00","go","652"
"2020-03-01 00:00:00","java","11034"
"2020-03-01 00:00:00","javascript","17537"
"2020-03-01 00:00:00","perl","196"
"2020-03-01 00:00:00","php","5635"
"2020-03-01 00:00:00","python","22610"
"2020-03-01 00:00:00","r","5117"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2906"
"2020-04-01 00:00:00","assembly","378"
"2020-04-01 00:00:00","c","3248"
"2020-04-01 00:00:00","c#","8563"
"2020-04-01 00:00:00","c++","6202"
"2020-04-01 00:00:00","delphi","231"
"2020-04-01 00:00:00","go","795"
"2020-04-01 00:00:00","java","12577"
"2020-04-01 00:00:00","javascript","20859"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6592"
"2020-04-01 00:00:00","python","27579"
"2020-04-01 00:00:00","r","6166"
"2020-04-01 00:00:00","ruby","766"
"2020-04-01 00:00:00","swift","3441"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3362"
"2020-05-01 00:00:00","c#","8575"
"2020-05-01 00:00:00","c++","6387"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","751"
"2020-05-01 00:00:00","java","11995"
"2020-05-01 00:00:00","javascript","21446"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6484"
"2020-05-01 00:00:00","python","29383"
"2020-05-01 00:00:00","r","6005"
"2020-05-01 00:00:00","ruby","695"
"2020-05-01 00:00:00","swift","3513"
"2020-06-01 00:00:00","assembly","329"
"2020-06-01 00:00:00","c","2584"
"2020-06-01 00:00:00","c#","7887"
"2020-06-01 00:00:00","c++","5612"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","706"
"2020-06-01 00:00:00","java","10801"
"2020-06-01 00:00:00","javascript","19778"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5903"
"2020-06-01 00:00:00","python","27060"
"2020-06-01 00:00:00","r","5432"
"2020-06-01 00:00:00","ruby","613"
"2020-06-01 00:00:00","swift","3152"
"2020-07-01 00:00:00","assembly","271"
"2020-07-01 00:00:00","c","2094"
"2020-07-01 00:00:00","c#","7794"
"2020-07-01 00:00:00","c++","5160"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","642"
"2020-07-01 00:00:00","java","10423"
"2020-07-01 00:00:00","javascript","19853"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5914"
"2020-07-01 00:00:00","python","26244"
"2020-07-01 00:00:00","r","4935"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2980"
"2020-08-01 00:00:00","assembly","265"
"2020-08-01 00:00:00","c","1891"
"2020-08-01 00:00:00","c#","7051"
"2020-08-01 00:00:00","c++","4770"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","707"
"2020-08-01 00:00:00","java","9292"
"2020-08-01 00:00:00","javascript","18006"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4956"
"2020-08-01 00:00:00","python","22984"
"2020-08-01 00:00:00","r","4494"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2673"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2147"
"2020-09-01 00:00:00","c#","6444"
"2020-09-01 00:00:00","c++","3914"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","728"
"2020-09-01 00:00:00","java","8919"
"2020-09-01 00:00:00","javascript","16756"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4757"
"2020-09-01 00:00:00","python","21704"
"2020-09-01 00:00:00","r","4751"
"2020-09-01 00:00:00","ruby","513"
"2020-09-01 00:00:00","swift","2551"
"2020-10-01 00:00:00","assembly","343"
"2020-10-01 00:00:00","c","2366"
"2020-10-01 00:00:00","c#","6181"
"2020-10-01 00:00:00","c++","4320"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8916"
"2020-10-01 00:00:00","javascript","16400"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","php","4565"
"2020-10-01 00:00:00","python","22761"
"2020-10-01 00:00:00","r","5066"
"2020-10-01 00:00:00","ruby","491"
"2020-10-01 00:00:00","swift","2317"
"2020-11-01 00:00:00","assembly","374"
"2020-11-01 00:00:00","c","2691"
"2020-11-01 00:00:00","c#","5969"
"2020-11-01 00:00:00","c++","4311"
"2020-11-01 00:00:00","delphi","193"
"2020-11-01 00:00:00","go","526"
"2020-11-01 00:00:00","java","8457"
"2020-11-01 00:00:00","javascript","15496"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4600"
"2020-11-01 00:00:00","python","22123"
"2020-11-01 00:00:00","r","4799"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2158"
"2020-12-01 00:00:00","assembly","299"
